rank,bgg_url,game_id,names,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,image_url,age,mechanic,owned,category,designer,weight
304,https://boardgamegeek.com/boardgame/22827/starcraft-board-game,22827,StarCraft: The Board Game,2,6,240,180,240,2007,7.3415,7.03111,6041,//cf.geekdo-images.com/images/pic265704.jpg,12,"Area Control / Area Influence, Area Movement, Deck / Pool Building, Modular Board, Variable Player Powers",7227,"Civilization, Fighting, Miniatures, Science Fiction, Space Exploration, Territory Building, Video Game Theme, Wargame","Corey Konieczka, Christian T. Petersen",3.8194
305,https://boardgamegeek.com/boardgame/205359/star-wars-destiny,205359,Star Wars: Destiny,2,2,30,30,30,2016,8.15847,7.03014,1641,//cf.geekdo-images.com/images/pic3363466.jpg,10,"Dice Rolling, Hand Management, Variable Player Powers",3018,"Collectible Components, Dice, Fighting, Movies / TV / Radio theme, Science Fiction","Corey Konieczka, Lukas Litzsinger",2.3226
306,https://boardgamegeek.com/boardgame/192457/cry-havoc,192457,Cry Havoc,2,4,120,90,120,2016,7.66145,7.02889,2494,//cf.geekdo-images.com/images/pic3090929.jpg,10,"Area Control / Area Influence, Area Movement, Deck / Pool Building, Hand Management, Variable Player Powers",4740,"Fighting, Miniatures, Science Fiction, Wargame","Grant Rodiek, Micha? Oracz, Micha? Walczak",3.2329
307,https://boardgamegeek.com/boardgame/65532/defenders-realm,65532,Defenders of the Realm,1,4,90,90,90,2010,7.38987,7.02723,4538,//cf.geekdo-images.com/images/pic649329.jpg,13,"Action Point Allowance System, Co-operative Play, Dice Rolling, Hand Management, Point to Point Movement, Variable Player Powers",5956,"Adventure, Fantasy, Fighting, Miniatures",Richard Launius,2.7156
308,https://boardgamegeek.com/boardgame/586/front,586,Up Front,2,3,60,60,60,1983,7.83638,7.02711,1865,//cf.geekdo-images.com/images/pic162086.jpg,12,"Campaign / Battle Card Driven, Hand Management, Simulation, Variable Player Powers",3105,"Card Game, Wargame, World War II",Courtney F. Allen,3.3889
309,https://boardgamegeek.com/boardgame/167400/ashes-rise-phoenixborn,167400,Ashes: Rise of the Phoenixborn,2,4,120,30,120,2015,7.64329,7.02491,2925,//cf.geekdo-images.com/images/pic2479679.jpg,14,"Dice Rolling, Hand Management, Variable Player Powers",5628,"Card Game, Dice, Fantasy, Fighting",Isaac Vega,2.8655
310,https://boardgamegeek.com/boardgame/18098/napoleons-triumph,18098,Napoleon's Triumph,2,2,180,180,180,2007,7.97491,7.02092,1523,//cf.geekdo-images.com/images/pic291050.jpg,12,"Area Movement, Secret Unit Deployment, Simulation",2594,"Napoleonic, Wargame",Bowen Simmons,3.6113
311,https://boardgamegeek.com/boardgame/24800/conflict-heroes-awakening-bear-russia-1941-42,24800,Conflict of Heroes: Awakening the Bear! ? Russia 1941-42,1,4,120,120,120,2008,7.56608,7.02017,2816,//cf.geekdo-images.com/images/pic2674714.jpg,10,"Action Point Allowance System, Dice Rolling, Hex-and-Counter, Modular Board, Simulation",3672,"Wargame, World War II",Uwe Eickert,2.9957
312,https://boardgamegeek.com/boardgame/26997/1989-dawn-freedom,26997,1989: Dawn of Freedom,2,2,150,150,150,2012,7.90256,7.01968,1619,//cf.geekdo-images.com/images/pic1278138.jpg,12,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Hand Management",2889,Political,"Jason Matthews, Ted Torgerson",3.2829
313,https://boardgamegeek.com/boardgame/21790/thurn-and-taxis,21790,Thurn and Taxis,2,4,60,60,60,2006,7.13032,7.01816,15141,//cf.geekdo-images.com/images/pic115300.jpg,13,"Card Drafting, Hand Management, Route/Network Building, Set Collection",16563,"Renaissance, Transportation","Andreas Seyfarth, Karen Seyfarth",2.2633
314,https://boardgamegeek.com/boardgame/119432/snowdonia,119432,Snowdonia,1,5,90,30,90,2012,7.46644,7.01761,3185,//cf.geekdo-images.com/images/pic1430858.jpg,10,"Card Drafting, Hand Management, Worker Placement",4032,Trains,Tony Boydell,3.004
315,https://boardgamegeek.com/boardgame/121408/trains,121408,Trains,2,4,45,45,45,2012,7.26073,7.01725,5854,//cf.geekdo-images.com/images/pic1606346.jpg,12,"Deck / Pool Building, Hand Management, Route/Network Building",7850,"Card Game, Territory Building, Trains",Hisashi Hayashi,2.3994
316,https://boardgamegeek.com/boardgame/2346/dvonn,2346,DVONN,2,2,30,30,30,2001,7.42872,7.01523,3582,//cf.geekdo-images.com/images/pic3324136.jpg,9,Grid Movement,4460,Abstract Strategy,Kris Burm,2.6905
317,https://boardgamegeek.com/boardgame/131357/coup,131357,Coup,2,6,15,15,15,2012,7.12369,7.01273,20615,//cf.geekdo-images.com/images/pic2016054.jpg,9,"Memory, Player Elimination, Take That, Variable Player Powers",32896,"Bluffing, Card Game, Deduction, Party Game, Political",Rikki Tahta,1.4444
318,https://boardgamegeek.com/boardgame/113997/tajemnicze-domostwo,113997,Tajemnicze Domostwo,2,7,60,30,60,2013,7.39189,7.01264,3866,//cf.geekdo-images.com/images/pic2601636.jpg,8,"Co-operative Play, Hand Management",3862,"Deduction, Murder/Mystery","Oleksandr Nevskiy, Oleg Sidorenko",1.8844
319,https://boardgamegeek.com/boardgame/58281/summoner-wars,58281,Summoner Wars,2,4,60,30,60,2009,7.33971,7.01239,4997,//cf.geekdo-images.com/images/pic2407328.jpg,9,"Action Point Allowance System, Dice Rolling, Grid Movement, Hand Management, Take That, Variable Player Powers",4661,"Card Game, Fantasy, Fighting",Colby Dauch,2.3014
320,https://boardgamegeek.com/boardgame/192458/51st-state-master-set,192458,51st State: Master Set,1,4,90,60,90,2016,7.93343,7.00969,1677,//cf.geekdo-images.com/images/pic2945432.jpg,14,"Card Drafting, Hand Management, Variable Phase Order, Worker Placement",3066,"Card Game, City Building, Economic, Science Fiction",Ignacy Trzewiczek,2.963
321,https://boardgamegeek.com/boardgame/36235/duke,36235,The Duke,2,2,30,30,30,2013,7.57019,7.00846,2674,//cf.geekdo-images.com/images/pic1688903.jpg,13,"Grid Movement, Tile Placement",4734,"Abstract Strategy, Medieval","Jeremy Holcomb, Stephen McLaughlin",2.5714
322,https://boardgamegeek.com/boardgame/155624/specter-ops,155624,Specter Ops,2,5,90,60,90,2015,7.43725,7.00842,3414,//cf.geekdo-images.com/images/pic2486481.jpg,13,"Dice Rolling, Grid Movement, Partnerships, Point to Point Movement, Secret Unit Deployment, Variable Player Powers",6038,"Deduction, Fighting, Miniatures, Science Fiction, Spies/Secret Agents",Emerson Matsuuchi,2.392
323,https://boardgamegeek.com/boardgame/31999/tzaar,31999,TZAAR,2,2,60,30,60,2007,7.67696,7.00259,2099,//cf.geekdo-images.com/images/pic2844822.png,13,Grid Movement,3078,Abstract Strategy,Kris Burm,2.5663
324,https://boardgamegeek.com/boardgame/151347/millennium-blades,151347,Millennium Blades,2,5,120,80,120,2016,8.03456,7.00163,1554,//cf.geekdo-images.com/images/pic2468179.jpg,12,"Card Drafting, Commodity Speculation, Hand Management, Set Collection, Simulation, Trading",2805,"Card Game, Real-time","D. Brad Talton, Jr.",3.6491
325,https://boardgamegeek.com/boardgame/31730/chicago-express,31730,Chicago Express,2,6,60,60,60,2007,7.23512,6.99892,5910,//cf.geekdo-images.com/images/pic1566274.jpg,12,"Auction/Bidding, Route/Network Building, Stock Holding",6208,"Economic, Post-Napoleonic, Trains, Transportation",Harry Wu,2.7961
326,https://boardgamegeek.com/boardgame/160499/king-new-york,160499,King of New York,2,6,40,40,40,2014,7.192,6.99532,8463,//cf.geekdo-images.com/images/pic2407103.jpg,10,"Area Movement, Card Drafting, Dice Rolling, Player Elimination, Press Your Luck",13501,"Dice, Fighting, Movies / TV / Radio theme, Science Fiction",Richard Garfield,1.8412
327,https://boardgamegeek.com/boardgame/79127/star-trek-fleet-captains,79127,Star Trek: Fleet Captains,2,4,75,75,75,2011,7.58189,6.99483,2727,//cf.geekdo-images.com/images/pic1081488.jpg,14,"Action Point Allowance System, Dice Rolling, Modular Board, Tile Placement",4368,"Fighting, Miniatures, Movies / TV / Radio theme, Science Fiction, Space Exploration","Mike Elliott, Bryan Kinsella, Ethan Pasternack",3.0506
328,https://boardgamegeek.com/boardgame/148575/marvel-dice-masters-avengers-vs-x-men,148575,Marvel Dice Masters: Avengers vs. X-Men,2,2,60,60,60,2014,7.33207,6.9938,4700,//cf.geekdo-images.com/images/pic1997078.jpg,14,"Deck / Pool Building, Dice Rolling, Variable Player Powers",8868,"Collectible Components, Comic Book / Strip, Dice, Fighting","Mike Elliott, Eric M. Lang",2.2869
329,https://boardgamegeek.com/boardgame/1353/times,1353,Time's Up!,4,18,90,90,90,1999,7.35674,6.99367,3919,//cf.geekdo-images.com/images/pic305979.jpg,12,"Acting, Memory, Partnerships",3876,"Humor, Party Game",Peter Sarrett,1.2237
330,https://boardgamegeek.com/boardgame/144189/fire-lake,144189,Fire in the Lake,1,4,180,180,180,2014,8.08949,6.99353,1343,//cf.geekdo-images.com/images/pic2083738.png,0,"Area Control / Area Influence, Variable Phase Order, Variable Player Powers",3222,"Modern Warfare, Political, Vietnam War, Wargame","Mark Herman, Volko Ruhnke",3.9947
331,https://boardgamegeek.com/boardgame/28181/combat-commander-pacific,28181,Combat Commander: Pacific,2,2,180,180,180,2008,8.09937,6.99304,1244,//cf.geekdo-images.com/images/pic411649.jpg,12,"Campaign / Battle Card Driven, Hex-and-Counter, Simulation, Variable Phase Order",2504,"Wargame, World War II","John Foley, Chad Jensen, Kai Jensen",3.2092
332,https://boardgamegeek.com/boardgame/20437/lords-vegas,20437,Lords of Vegas,2,4,60,60,60,2010,7.32298,6.99276,4361,//cf.geekdo-images.com/images/pic774410.jpg,12,"Area Control / Area Influence, Dice Rolling, Tile Placement, Trading",5876,"City Building, Economic","James Ernest, Mike Selinker",2.3451
333,https://boardgamegeek.com/boardgame/163166/one-night-ultimate-werewolf-daybreak,163166,One Night Ultimate Werewolf Daybreak,3,7,10,10,10,2015,7.57935,6.99184,2549,//cf.geekdo-images.com/images/pic2225958.jpg,8,"Role Playing, Variable Player Powers, Voting",6326,"Bluffing, Card Game, Deduction, Horror, Party Game","Ted Alspach, Akihisa Okui",1.4478
334,https://boardgamegeek.com/boardgame/30869/thebes,30869,Thebes,2,4,60,60,60,2007,7.18326,6.98759,7627,//cf.geekdo-images.com/images/pic2723204.jpg,8,"Point to Point Movement, Time Track",8870,"Ancient, Exploration, Travel",Peter Prinz,2.1665
335,https://boardgamegeek.com/boardgame/128780/pax-porfiriana,128780,Pax Porfiriana,1,6,120,120,120,2012,7.70906,6.98621,1940,//cf.geekdo-images.com/images/pic1395308.jpg,12,"Card Drafting, Simulation",3301,"Card Game, Civil War, Economic, Political, Post-Napoleonic, Wargame","Phil Eklund, Matt Eklund, Jim Gutt",3.4556
336,https://boardgamegeek.com/boardgame/70512/luna,70512,Luna,1,4,100,60,100,2010,7.40291,6.98443,3234,//cf.geekdo-images.com/images/pic2538939.png,12,"Area Control / Area Influence, Modular Board, Point to Point Movement, Tile Placement, Worker Placement",4152,"Fantasy, Religious",Stefan Feld,3.3205
337,https://boardgamegeek.com/boardgame/9823/advanced-squad-leader-starter-kit-1,9823,Advanced Squad Leader: Starter Kit #1,2,2,120,120,120,2004,7.77738,6.98404,1943,//cf.geekdo-images.com/images/pic40772.jpg,13,"Dice Rolling, Hex-and-Counter",4058,"Wargame, World War II",Ken Dunn,3.7204
338,https://boardgamegeek.com/boardgame/27746/colosseum,27746,Colosseum,3,5,90,60,90,2007,7.2097,6.98389,6918,//cf.geekdo-images.com/images/pic2729904.jpg,10,"Auction/Bidding, Dice Rolling, Roll / Spin and Move, Set Collection, Trading",7345,"Ancient, Negotiation","Wolfgang Kramer, Markus Lübke",2.7547
339,https://boardgamegeek.com/boardgame/11/bohnanza,11,Bohnanza,2,7,45,45,45,1997,7.0672,6.98255,28334,//cf.geekdo-images.com/images/pic69366.jpg,13,"Hand Management, Set Collection, Trading",39423,"Card Game, Farming, Negotiation",Uwe Rosenberg,1.678
340,https://boardgamegeek.com/boardgame/20963/fury-dracula-second-edition,20963,Fury of Dracula (second edition),2,5,180,180,180,2005,7.19927,6.98249,8201,//cf.geekdo-images.com/images/pic1586916.jpg,10,"Dice Rolling, Partnerships, Point to Point Movement, Secret Unit Deployment, Variable Player Powers",8828,"Adventure, Deduction, Fighting, Horror, Novel-based","Stephen Hand, Kevin Wilson",2.9428
341,https://boardgamegeek.com/boardgame/47/chinatown,47,Chinatown,3,5,60,60,60,1999,7.23227,6.98081,5839,//cf.geekdo-images.com/images/pic2037509.png,12,"Set Collection, Tile Placement, Trading",6919,"City Building, Economic, Negotiation",Karsten Hartwig,2.2968
342,https://boardgamegeek.com/boardgame/143519/quantum,143519,Quantum,2,4,60,60,60,2013,7.34651,6.9806,4230,//cf.geekdo-images.com/images/pic1727619.jpg,13,"Area Control / Area Influence, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",5361,"Dice, Fighting, Science Fiction, Space Exploration",Eric Zimmerman,2.4545
343,https://boardgamegeek.com/boardgame/151022/baseball-highlights-2045,151022,Baseball Highlights: 2045,1,4,45,45,45,2015,7.71506,6.97426,1896,//cf.geekdo-images.com/images/pic2262580.png,9,"Deck / Pool Building, Hand Management, Take That",2393,"Card Game, Science Fiction, Sports",Mike Fitzgerald,2.1556
344,https://boardgamegeek.com/boardgame/103886/star-wars-card-game,103886,Star Wars: The Card Game,2,2,60,60,60,2012,7.36835,6.97129,4249,//cf.geekdo-images.com/images/pic1474141.jpg,10,"Hand Management, Variable Player Powers",8090,"Card Game, Collectible Components, Movies / TV / Radio theme, Science Fiction",Eric M. Lang,2.9365
345,https://boardgamegeek.com/boardgame/153938/camel,153938,Camel Up,2,8,30,20,30,2014,7.1129,6.97084,12033,//cf.geekdo-images.com/images/pic2031446.png,8,"Betting/Wagering, Dice Rolling, Roll / Spin and Move",16011,"Animals, Dice, Racing",Steffen Bogen,1.5027
346,https://boardgamegeek.com/boardgame/137988/zombicide-season-2-prison-outbreak,137988,Zombicide Season 2: Prison Outbreak,1,6,180,90,180,2013,7.55844,6.96862,2825,//cf.geekdo-images.com/images/pic1805937.jpg,13,"Action Point Allowance System, Co-operative Play, Dice Rolling, Hand Management, Modular Board, Variable Player Powers",7274,"Horror, Miniatures, Zombies","Raphaël Guiton, Jean-Baptiste Lullien, Nicolas Raoult",2.7222
347,https://boardgamegeek.com/boardgame/4390/carcassonne-hunters-and-gatherers,4390,Carcassonne: Hunters and Gatherers,2,5,45,30,45,2002,7.14665,6.96849,9605,//cf.geekdo-images.com/images/pic2428656.png,8,"Area Control / Area Influence, Tile Placement",11776,Prehistoric,Klaus-Jürgen Wrede,1.9211
348,https://boardgamegeek.com/boardgame/15364/vegas-showdown,15364,Vegas Showdown,3,5,75,75,75,2005,7.22206,6.96834,5439,//cf.geekdo-images.com/images/pic1408325.jpg,12,"Auction/Bidding, Route/Network Building, Tile Placement",6227,Economic,Henry Stern,2.3576
349,https://boardgamegeek.com/boardgame/82420/summoner-wars-guild-dwarves-vs-cave-goblins,82420,Summoner Wars: Guild Dwarves vs Cave Goblins,2,4,30,30,30,2009,7.6629,6.9659,2041,//cf.geekdo-images.com/images/pic1218282.jpg,9,"Dice Rolling, Grid Movement, Hand Management, Variable Player Powers",4660,"Card Game, Fantasy, Fighting",Colby Dauch,2.2424
350,https://boardgamegeek.com/boardgame/10547/betrayal-house-hill,10547,Betrayal at House on the Hill,3,6,60,60,60,2004,7.14505,6.96565,21646,//cf.geekdo-images.com/images/pic828598.jpg,12,"Co-operative Play, Dice Rolling, Modular Board, Partnerships, Player Elimination, Role Playing, Storytelling, Variable Player Powers",31908,"Adventure, Exploration, Horror, Miniatures","Rob Daviau, Bruce Glassco, Bill McQuillan, Mike Selinker, Teeuwynn Woodruff",2.3591
351,https://boardgamegeek.com/boardgame/110277/among-stars,110277,Among the Stars,2,4,30,30,30,2012,7.23277,6.96511,5120,//cf.geekdo-images.com/images/pic2037906.jpg,12,"Card Drafting, Simultaneous Action Selection, Tile Placement, Variable Player Powers",7355,"Card Game, City Building, Science Fiction",Vangelis Bagiartakis,2.2386
352,https://boardgamegeek.com/boardgame/140934/arboretum,140934,Arboretum,2,4,30,30,30,2015,7.36787,6.96459,3568,//cf.geekdo-images.com/images/pic1926202.jpg,8,"Hand Management, Set Collection, Tile Placement",5664,Card Game,Dan Cassar,2.1497
353,https://boardgamegeek.com/boardgame/126792/myrmes,126792,Myrmes,2,4,120,60,120,2012,7.34971,6.96411,3729,//cf.geekdo-images.com/images/pic1370050.jpg,13,"Action Point Allowance System, Grid Movement, Route/Network Building, Worker Placement",4884,"Animals, Environmental, Farming",Yoann Levet,3.4377
354,https://boardgamegeek.com/boardgame/82421/summoner-wars-phoenix-elves-vs-tundra-orcs,82421,Summoner Wars: Phoenix Elves vs Tundra Orcs,2,4,30,30,30,2009,7.60904,6.96385,2193,//cf.geekdo-images.com/images/pic1222742.jpg,9,"Dice Rolling, Grid Movement, Hand Management, Variable Player Powers",4911,"Card Game, Fantasy, Fighting",Colby Dauch,2.2987
355,https://boardgamegeek.com/boardgame/135219/battle-five-armies,135219,The Battle of Five Armies,2,2,240,90,240,2014,7.99678,6.96379,1417,//cf.geekdo-images.com/images/pic1886964.jpg,13,"Area Movement, Dice Rolling, Hand Management",3611,"Adventure, Fantasy, Miniatures, Novel-based, Wargame","Roberto Di Meglio, Marco Maggi, Francesco Nepitello",3.52
356,https://boardgamegeek.com/boardgame/38996/washingtons-war,38996,Washington's War,2,2,90,90,90,2010,7.68162,6.9629,1914,//cf.geekdo-images.com/images/pic655136.jpg,0,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement, Variable Player Powers",3636,"Age of Reason, American Indian Wars, American Revolutionary War, Wargame",Mark Herman,2.8458
357,https://boardgamegeek.com/boardgame/30380/cuba,30380,Cuba,2,5,120,75,120,2007,7.17802,6.96125,6955,//cf.geekdo-images.com/images/pic1205385.jpg,10,"Auction/Bidding, Hand Management, Variable Phase Order, Voting",7180,"Economic, Farming","Michael Rieneck, Stefan Stadler",3.2735
358,https://boardgamegeek.com/boardgame/113294/escape-curse-temple,113294,Escape: The Curse of the Temple,1,5,10,10,10,2012,7.10323,6.9611,11442,//cf.geekdo-images.com/images/pic3328521.jpg,8,"Co-operative Play, Dice Rolling, Grid Movement, Modular Board, Tile Placement",15028,"Adventure, Dice, Electronic, Exploration, Real-time",Kristian Amundsen Østby,1.4825
